ownerUsername,timestamp,caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,likesCount,commentsCount,,
fstokyo,2025-12-02T11:35:00.000Z,"Season’s greetings from Tokyo.
 
From Festive Afternoon Tea to spiced hot chocolate at the Bar and Champagne Lounge, December arrives with a lineup of seasonal delights. As we look toward the end of the month, celebrate Christmas Day with a festive dinner designed to impress, and join us for an intimate New Year’s countdown party with free-flow champagne and exceptional canapés. For those gathering at home, our takeaway favourites—@maisonmarunouchi’s signature fried chicken, bûche de Noël, cookies, and mille-feuille—are ready to complete the holiday table.
 
12?????????????????????????
??????????????????????????????????????????????????
 
?????????????????????????????? ???????????????
?????????????????????????????????????????????????????????
 
???????25??????????????????????????????????????????????????
??????????????????????????????????????????????????
 
????????????????????????? ? ????????????????????????????????????????????????????????????
 
?????????????????????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,2,,
maisonmarunouchi,2025-12-10T05:47:29.000Z,".
MAISON MARUNOUCHI - Holiday Cocktail Menu????
????12??MAISON MARUNOUCHI ????????????????????????????????????????????????????????

1. ????? ?12?25??????????????? ?????????????????????????????????????????????????????????????????12?24???31????????????????????????????????????????

2. ???? ???????????????????????????????????????????????????????? ???????????????????????????????????????????????????????????????????????????

????: 2025?12?1?(?)?12?31?(?)
??: 1? 3,000? (???????????)

1. BELL SAISON?Available on Christmas Day, December 25, “Bell Saison” combines sakura gin with elderflower, berries, and citrus, finished with a snow-like foam and aromatic rosemary.?It is part of our holiday cocktail series, available daily from December 24 to 31.

2. SPICED HOT CHOCOLATE?Raise a glass with our aromatic Spiced Hot Chocolate, blending spiced rum, cinnamon, star anise, nutmeg, and other warm spices.?The rich bitterness and depth of Jamaican rum harmonize beautifully with the sweetness of hot cocoa, creating a comforting drink to warm both your hands and your heart on a cold winter night.

Available: December 1 (Mon) – December 31 (Wed), 2025?Price: 3,000 JPY per glass (tax and service included)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,,
thecapitolhoteltokyu,2025-12-16T12:00:00.000Z,"???????? ????????
???????????????????????????????????????????

Tokyo by Night ?
From your window, the city glimmers in quiet splendour, while the illuminated National Diet Building lends a dignified glow to the Tokyo skyline.

#??????????? #TheCapitolHotelTokyu",???????????,TheCapitolHotelTokyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,,
fstokyo,2025-12-26T09:35:00.000Z,"Happy holidays from Marunouchi.

Tokyo Station skipped its snowy coat today, but the season still feels beautifully present. We hope your Christmas was wonderfully spent, full of good company and a hint of winter wonder.

?????????????????????????????????????????

?????????
???????????????????????????????????????????????
?????????????????????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,2,,
thecapitolhoteltokyu,2025-12-12T12:00:34.000Z,"???????????????????? ??
??????? ???????????????????????????????????????????????????????????????????????????????????????????????????????????
?? 2025?12?1?????12?25????

Christmas evenings call for a quiet moment at the bar.
The Capitol Bar offers a champagne cocktail inspired by the Christmas tree, along with a sweet blend of 
strawberry and white chocolate—perfect before dinner or as a gentle finish to the night.
?? Available: 1 December – 25 December

#??????????? #????????? #??????? #TheCapitolHotelTokyu",???????????,?????????,???????,TheCapitolHotelTokyu,,,,,,,,,,,,,,,,,,,,,,,,,,,168,0,,
thecapitolhoteltokyu,2025-12-25T02:48:19.000Z,"???????????????????????????????????????????????????????

From the grand tree at the main entrance to festive wreaths throughout the hotel, step into a season filled with Christmas magic and quiet delight.

#??????????? #TheCapitolHotelTokyu #TokyoChristmas",???????????,TheCapitolHotelTokyu,TokyoChristmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,2,,
fstokyo,2025-12-22T07:55:00.000Z,"Christmas Eve, Christmas Day, and New Year’s Eve.

In the kitchen, the work is quiet and exacting. Hands steady, heat measured, each element brought into focus. Festive Dinner at @maisonmarunouchi unveils an exquisite menu crowned with winter truffles, caviar, beef fillet Wellington, and more. #fsholiday #tasteoffs 

?????????????????????
?????????????
?
@maisonmarunouchi ??????????
????????????????????????
?????????????????3???????
?????????? ?????????????????
?
???????????
?????????????????
?????????????????????????
?
????????????????????
???????????????
??????????????
????????????????????",fsholiday,tasteoffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,,
fstokyo,2025-11-17T10:33:46.000Z,"On the hunt for Santa’s hat.

On December 1, @maisonmarunouchi’s Festive Afternoon Tea debuts with bespoke holiday tea blends, sweets shaped like Santa’s bright red hat and jewel-like baubles, and festive savouries reimagined in elegant, bite-sized form, from Marunouchi fried chicken to petite sausage rolls. A spiced carrot cake rounds out the stand with a warm note of festive cheer. A joyful collection crafted for the month ahead. 

Join us in celebrating the season from the link in bio. 

?????????? ????????????????????????

????????????????????????????????????
????????????????????????????????????????????????????

????????????????????????????????????????????????????

?????????????SÉZANNE?????????? ?????????????????????
?????? ?????????
??????? ????????
??????????? ???????
???????????????????????????????

??????????????????????????
MAISON MARUNOUCHI???? ??????????????????????????????
???????????????????????

???12?1?????12?31????
???12,000?

#FSholiday #TasteofFS
#????????? #?????",FSholiday,TasteofFS,?????????,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,415,4,,
fstokyo,2025-11-24T00:23:00.000Z,"For those in pursuit of something perfectly festive. 

From a beautifully dressed Bûche de Noël to @maisonmarunouchi ‘s signature fried chicken, which honours Japan’s Christmas tradition, delight in a curated collection of takeaways and gifts created to bring holiday joy and sparkle to you and your loved ones.

Reservations are available online via the takeaway link in bio. 

?????????????????????????
??????????????????????????????
 
??????????????
??????????????????
 
??????????
?????? 03-5222-5880 ??????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2,,
thepeninsulatokyo,2025-11-23T02:00:12.000Z,"????????????????????????????????????????????????????????

A peaceful moment behind the scenes.
Our housekeeping team ensures every stay begins with care, comfort, and a touch of Peninsula warmth.",????????,???????,???,??????,?????,??????,thepeninsulatokyo,luxuryhotel,hotelstay,,,,,,,,,,,,,,,,,,,,,,282,2,,
thepeninsulatokyo,2025-11-30T02:14:33.000Z,"???????????????? 

????????????????????????????????????????????????????????????????????????????

As Tokyo’s colours turn warm, the city feels different in the best way. 

At The Peninsula Tokyo, we hope your stay captures that feeling through seamless moments and seasonal comforts at every turn.",????????,???????,????,?,thepeninsulatokyo,autumnl,touristspot,tokyo,,,,,,,,,,,,,,,,,,,,,,,236,2,,
thepeninsulatokyo,2025-11-21T00:25:22.000Z,"????????????????????????????

Ease into the day at your own pace.
Start your morning slowly, with breakfast served in the comfort and calm of The Peninsula Tokyo.",????????,???????,???,?????,???????,thepeninsulatokyo,luxuryhotel,HotelBreakfast,Breakfast,Inroomdining,,,,,,,,,,,,,,,,,,,,,355,2,,
thepeninsulatokyo,2025-11-25T11:52:24.000Z,"?????????????????????????? ???????????

?????????????????????????????????????????????????????????????????????????????

??????Pen??????????????????????????????????????????

?????????????????????????????

A journey of festive flavors, crafted with the Peninsula touch. ??

Enjoy an afternoon tea inspired by travel and wonder, and take home a little magic from Pen Bear’s hot air balloon voyage.",????????,???????,???,?????,??????,?????????,????,???,thepeninsulatokyo,luxuryhotel,festive,afternoontea,christmas,winter,holiday,holidayseason,,,,,,,,,,,,,,,1052,5,,
thepeninsulatokyo,2025-12-05T23:19:11.000Z,"????????????????????????????????????????

Welcoming the day at The Peninsula Tokyo where every morning feels unhurried, comforting, and beautifully refined.",????????,???????,???,??????,?????,??????,?????,thepeninsulatokyo,luxuryhotel,hotelstay,hotelbreakfast,,,,,,,,,,,,,,,,,,,,309,4,,
thepeninsulatokyo,2025-11-19T09:12:03.000Z,"??????????????????????????????????????????????????????

??????????????????????????????

This festive season, join us as a young guest sets out on a very special mission…One that reminds us that the true spirit of the holidays often reveals itself in the moments we never expect. Are you ready to make this season truly magical?",PenMoments,ThePeninsulaHotels,FestiveSeason,LuxuryHotel,HolidayMagic,??????????,??????????,??????,?????,??????????,???????,,,,,,,,,,,,,,,,,,,,202,3,,
thecapitolhoteltokyu,2025-12-09T12:00:09.000Z,"???????????ORIGAMI??????????????????????????????????????????????????????????????????????????????????????????????
 ???????????????????????????
?? 2025?12?20?????12?25????

At All Day Dining ORIGAMI, enjoy a Christmas-exclusive dinner course—classical French cuisine presented with a modern touch. The main dish features roasted Japanese beef fillet, lavishly paired with foie gras and truffle. Share an elegant, memorable evening with someone special.
?? Available: 20 December – 25 December 2025.

#??????????? #????????? #TheCapitolHotelTokyu",???????????,?????????,TheCapitolHotelTokyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,0,,
thepeninsulatokyo,2025-12-05T13:44:20.000Z,"????????1?????????????????? ???????????????????????
 
?????????????????????????????????????????A5???????????????????????????????????
???????????????? RAIN ? The Midnight Gravity Band ??????????????????????????Peter ??????????
 
?????????????????

?????????????03-6270-2888 ????????????
 
A night to remember, a year to celebrate.
 
This New Year’s Eve, The Lobby invites you to bid farewell to 2025 and ring in the new year with a six-course dinner accompanied by live jazz, featuring the finest Japanese ingredients, from Hokkaido scallops to A5 Hida Sirloin.
 
As midnight approaches, continue the celebration at Peter with breathtaking views and a sparkling countdown?",thepeninsulatokyo,luxuryhotel,NewYearsEve,PenMoments,TheLobby,?????????,????????,?????????,,,,,,,,,,,,,,,,,,,,,,,370,3,,
thepeninsulatokyo,2025-11-27T10:11:10.000Z,"??????????????????????????????????????????????????????????????? 

12?1????????????????????????????????????????????????????????????????????????

??????????????????????????

Pen your wishes and share the magic of the season. ?? 
Send a heartfelt message on our exclusive Peninsula Tokyo postcards, and drop it into our festive postbox at the Christmas Market. Join our Letters to Loved Ones campaign, now through Christmas.",????????,???????,???,??????,thepeninsulatokyo,luxuryhotel,Festive,Christmas,PenMoments,,,,,,,,,,,,,,,,,,,,,,399,4,,
thepeninsulatokyo,2025-11-18T11:42:16.000Z,"?????????????? ?????????????????????????????????????????????“????????”????????????????

???????????????????????????????????????

????????????????????????????3??????????
 
???2025?12?27??????
?????????????????????

Holiday smiles start here. ??

The Peninsula Tokyo’s beloved ""Toy Hospital"" is back, offering a heartwarming space where children’s beloved toys are lovingly restored by expert Toy Doctors.",????????,???????,???,??????,??????,???????,?????????,?????????,thepeninsulatokyo,luxuryhotel,toyhospital,holidaymagic,festiveseason,familymemories,holidaytradition,holidayfun,,,,,,,,,,,,,,,511,6,,
thecapitolhoteltokyu,2025-12-06T12:00:00.000Z,"?????????????????????????????????????????
??????????????????????????????????????????????????????????????...
??? ?????2025?12?1?????12?25????

 
Escape the bustle of the city and enjoy a Christmas stay in a serene Japanese-modern space.
A special set of hors d’oeuvres is delivered by room service—paired with sparkling Tokyo night views for an intensely private, luxurious evening.
??? Stay period: Dec 1 – Dec 25 2025
 
#??????????? #???????? #TheCapitolHotelTokyu",???????????,????????,TheCapitolHotelTokyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0,,
thepeninsulatokyo,2025-12-02T11:36:15.000Z,"???????????????????????12?28????????????????????????????????

???????????????????????????????????????????????????????????????????????????????????????????

Step into the magic of Marunouchi ?

Our Christmas Market is here with festive treats, cozy hot chocolate, and gifts for everyone — even your four-legged friends. Come and discover the holiday spirit, everyday from now through December 28??",thepeninsulatokyo,luxuryhotel,Christmas,ChristmasMarket,PenMoments,?????????,????????,?????,??????????,,,,,,,,,,,,,,,,,,,,,,837,7,,
thepeninsulatokyo,2025-11-28T02:59:34.000Z,"What began as a festive mystery at The Peninsula Tokyo has finally come to light…

????“P”???????????…????

Thank you to all the detectives who followed the clues and joined Operation “P.” ?? 

??????????????????????P??
?????????????????
??????????????????

Now the story unfolds: Pen Bear and the Toy Doctor were on a magical mission of their own, and had a little Christmas magic up their sleeves.

Discover the full story in the complete video ??

???“??”???????????“P”???????
???????????????????????????

?????P????????????????????????????????????????????????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276,55,,
thecapitolhoteltokyu,2025-12-24T12:05:00.000Z,"???????????? ?
??????????????????????????????????????????????????????????????
 
A winter evening in Hibiya, bathed in light.
Centred around a magnificent tree, shimmering lights and gentle sounds come together to create a dreamlike atmosphere—moments of winter beauty, painted by ever-changing light.

#TheCapitolHotelTokyu #TokyoIllumination 
#??????????",TheCapitolHotelTokyu,TokyoIllumination,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,
thecapitolhoteltokyu,2025-12-27T12:00:00.000Z,"????2???????????????????????????????????????????????????????????????????????????????
 
Nestled on the second floor of the hotel, Star Hill, our refined Chinese restaurant, offers an elegant setting for authentic flavours.
From the moment you take your seat, a richly aromatic and beautifully presented culinary journey begins.
 
#??????????? #TheCapitolHotelTokyu #???",???????????,TheCapitolHotelTokyu,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,,
